classification,postal_code,street_number,street_name,street_type
Non Residential,B3K 6R8,5850,UNIVERSITY,AVE
Non Residential,B4A 1B7,1095,BEDFORD,HWY
Non Residential,B0J 2L0,74,WHARF,RD
Non Residential,B3H 1T2,6083,SOUTH,ST
Non Residential,B3R 1V5,315,HERRING COVE,RD
Non Residential,B4A 1C7,1266,BEDFORD,HWY
Non Residential,B4B 1M5,20,POCKWOCK,RD
Non Residential,B4C 3H6,711,OLD SACKVILLE,RD
Non Residential,B3H 0A1,756,MARGINAL,RD
Non Residential,B3K 5B5,2145,WINDSOR,ST
Non Residential,B3H 0A6,5896,SPRING GARDEN,RD
Non Residential,B3K 1K7,5783,CHARLES,ST
Non Residential,B4E 1R7,774,SACKVILLE,DR
Non Residential,B3J 1W4,1824,HOLLIS,ST
Non Residential,B4C 2J3,22,MEMORY,LANE
Non Residential,B3B 1Z5,170,AKERLEY,BLVD
Non Residential,B3K 1V8,5850,BILBY,ST
Non Residential,B4E 1J7,92,BEAVER BANK,RD
Non Residential,B3J 2G3,1649,BRUNSWICK,ST
Non Residential,B2T 1K3,565,BARNES,DR
Non Residential,B4B 1P6,1376,HAMMONDS PLAINS,RD
Non Residential,B2S 2B2,230,OLD TRUNK,RD
Non Residential,B0J 2J0,3875,MOOSELAND,RD
Non Residential,B2V 1N6,1380,COLE HARBOUR,RD
Non Residential,B3K 3C7,2764,GOTTINGEN,ST
Non Residential,B3A 2J9,101,HIGHFIELD PARK,DR
Non Residential,B3J 3T1,1535,DRESDEN,ROW
Non Residential,B3J 1Y1,1883,GRANVILLE,ST
Non Residential,B3B 1B5,580,WINDMILL,RD
Non Residential,B3K 4B7,2347,AGRICOLA,ST
Non Residential,B3K 4X7,3470,INTERCOLONIAL,ST
Non Residential,B3K 4P7,3087,ROBIE,ST
Non Residential,B3L 1A1,6052,QUINPOOL,RD
Non Residential,B3J 1J7,5222,BLOWERS,ST
Non Residential,B3R 1V4,324,HERRING COVE,RD
Non Residential,B4C 2R8,466,SACKVILLE,DR
Non Residential,B2X 1K8,50,CALEDONIA,RD
Non Residential,B3B 0B2,109,DOREY,AVE
Non Residential,B0J 3B0,102,MCINNIS,DR
Non Residential,B3E 1B5,13,MOUNTAIN VIEW,DR
Non Residential,B2V 1E7,1000,COLE HARBOUR,RD
Non Residential,B3K 1B6,5663,CORNWALLIS,ST
Non Residential,B3K 2Z4,2435,BRUNSWICK,ST
Non Residential,B3K 1H6,5687,WEST,ST
Non Residential,B3H 4P8,1209,MARGINAL,RD
Non Residential,B3J 1V7,1682,HOLLIS,ST
Non Residential,B3Z 1E7,29,HUBLEY MILL LAKE,RD
Non Residential,B3K 4E2,2725,AGRICOLA,ST
Non Residential,B3T 1X4,429,TERENCE BAY,RD
Non Residential,B2W 4M3,70,DOROTHEA,DR
Non Residential,B4C 2R2,73,SACKVILLE,DR
Non Residential,B4A 1A4,811,BEDFORD,HWY
Non Residential,B2Y 4H3,18,ACADIA,ST
Non Residential,B3H 1W2,5849,UNIVERSITY,AVE
Non Residential,B3L 4G1,3250,JOSEPH HOWE,DR
Non Residential,B3R 1X3,531,HERRING COVE,RD
Non Residential,B2R 1P4,21,OLD COBEQUID,RD
Non Residential,B3Z 1H3,12,WESTWOOD,BLVD
Non Residential,B3V 1A3,786,OLD SAMBRO,RD
Non Residential,B3J 3L6,1875,BARRINGTON,ST
Non Residential,B3B 2A7,51,WILLIAMS,AVE
Non Residential,B2X 1R9,124,MAIN,ST
Non Residential,B3K 4S3,3468,ROBIE,ST
Non Residential,B2Y 1G1,50,QUEEN,ST
Non Residential,B3Z 4E2,36,ST MARGARETS,CRES
Non Residential,B4A 1B9,1139,BEDFORD,HWY
Non Residential,B2W 3E5,62,TACOMA,DR
Non Residential,B3J 2K5,1341,BRENTON,ST
Non Residential,B3H 4M6,951,SOUTH BLAND,ST
Non Residential,B3J 3N9,1725,MARKET,ST
Non Residential,B3B 2B1,185,AKERLEY,BLVD
Non Residential,B3K 3A9,2010,GOTTINGEN,ST
Non Residential,B3L 4H7,3440,JOSEPH HOWE,DR
Non Residential,B3R 1R5,3,HARTLEN,AVE
Non Residential,B2W 0C7,76,BAKER,DR
Non Residential,B2T 1E9,1018,FALL RIVER,RD
Non Residential,B3B 1J7,19,AKERLEY,BLVD
Non Residential,B3S 1C6,8,OLAND,CRES
Non Residential,B3K 3G1,3619,NOVALEA,DR
Non Residential,B4C 2S1,501,SACKVILLE,DR
Non Residential,B4B 1P6,1274,HAMMONDS PLAINS,RD
Non Residential,B4A 1E3,1519,BEDFORD,HWY
Non Residential,B3B 0E5,153,HECTOR,GATE
Non Residential,B3A 1J7,400,WINDMILL,RD
Non Residential,B3T 1B8,1798,ST MARGARETS BAY,RD
Non Residential,B0J 1Y0,35,FISHERMAN,RD
Non Residential,B4C 2R4,280,SACKVILLE,DR
Non Residential,B3B 1K8,2,MORRIS,DR
Non Residential,B3J 1P3,5251,DUKE,ST
Non Residential,B3S 1C8,201,CHAIN LAKE,DR
Non Residential,B3H 4E9,1641,FAIRFIELD,RD
Non Residential,B4C 2S4,627,SACKVILLE,DR
Non Residential,B3K 3A9,2020,GOTTINGEN,ST
Non Residential,B4E 1R7,794,SACKVILLE,DR
Non Residential,B3K 3B2,2057,GOTTINGEN,ST
Non Residential,B3V 1A4,16,Non Residential,DR
Non Residential,B2X 1R5,100,MAIN,ST
Non Residential,B3B 1P8,11,TURNER,DR
Non Residential,B0J 2L0,8,PARK,RD
Non Residential,B2S 2B9,32,DUTCH SETTLEMENT,RD
Non Residential,B3J 3Z6,1663,BRUNSWICK,ST
Non Residential,B3N 2Y9,16,TITUS,ST
Non Residential,B3B 0C2,34,HECTOR,GATE
Non Residential,B3T 1P2,61,EVERGREEN,PL
Non Residential,B3Z 2J1,5280,ST MARGARETS BAY,RD
Non Residential,B4A 0C2,181,DAMASCUS,RD
Non Residential,B3J 1X2,1681,GRANVILLE,ST
Non Residential,B3T 1Z7,354,PROSPECT BAY,RD
Non Residential,B3J 1T6,1240,HOLLIS,ST
Non Residential,B4B 1N5,297,POCKWOCK,RD
Non Residential,B3H 0A2,5743,UNIVERSITY,AVE
Non Residential,B2Y 1H8,112,PORTLAND,ST
Non Residential,B3A 1J2,345,WINDMILL,RD
Non Residential,B3K 3H7,64,CONNOR,LANE
Non Residential,B0J 3A0,283,MARINE PARADE,DR
Non Residential,B3T 2E2,600,OTTER LAKE,DR
Non Residential,B3K 4E1,2738,AGRICOLA,ST
Non Residential,B3H 3W2,1986,PRESTON,ST
Non Residential,B3B 1X4,30,FRAZEE,AVE
Non Residential,B4C 2R3,91,SACKVILLE,DR
Non Residential,B2X 2C1,196,WAVERLEY,RD
Non Residential,B4E 1A7,4,JUDY,AVE
Non Residential,B4B 1M6,94,POCKWOCK,RD
Non Residential,B0J 3H0,51,WINTERS POINT,RD
Non Residential,B3L 1B2,6487,QUINPOOL,RD
Non Residential,B4C 2N1,141,COBEQUID,RD
Non Residential,B0J 1Y0,17,OWLS HEAD WHARF,LANE
Non Residential,B3K 3B4,2158,GOTTINGEN,ST
Non Residential,B3H 1J5,5396,INGLIS,ST
Non Residential,B3B 1K4,5,WADDELL,AVE
Non Residential,B3M 0A4,182,BEDFORD,HWY
Non Residential,B3A 1M5,153,WYSE,RD
Non Residential,B2Y 3S4,345,PLEASANT,ST
Non Residential,B3P 0C9,75,BURGEE,RUN
Non Residential,B3J 1G5,5512,SPRING GARDEN,RD
Non Residential,B3N 2T1,3635,DUTCH VILLAGE,RD
Non Residential,B3J 1B3,5164,MORRIS,ST
Non Residential,B3Z 1C2,4049,ST MARGARETS BAY,RD
Non Residential,B3J 1K9,5281,SACKVILLE,ST
Non Residential,B4B 1G9,156,BLUEWATER,RD
Non Residential,B2Z 1A7,1228,DOWNEY,RD
Non Residential,B0J 3A0,124,BONAVENTURE,ST
Non Residential,B3B 0E6,196,HECTOR,GATE
Non Residential,B4A 1C9,1326,BEDFORD,HWY
Non Residential,B3J 1H5,5686,SPRING GARDEN,RD
Non Residential,B3S 1M7,358,LACEWOOD,DR
Non Residential,B3V 1L4,1601,KETCH HARBOUR,RD
Non Residential,B3B 1K3,18,WADDELL,AVE
Non Residential,B3B 2C9,45,JOHN SAVAGE,AVE
Non Residential,B4A 1A4,807,BEDFORD,HWY
Non Residential,B3K 4E2,2745,AGRICOLA,ST
Non Residential,B2R 1S4,2515,ROCKY LAKE,DR
Non Residential,B4C 1B9,1258,RIVERSIDE,DR
Non Residential,B3L 1A8,6466,QUINPOOL,RD
Non Residential,B3K 4M6,2180,ROBIE,ST
Non Residential,B4A 1E3,1531,BEDFORD,HWY
Non Residential,B3S 1N2,36,SOLUTIONS,DR
Non Residential,B2V 2J5,912,COLE HARBOUR,RD
Non Residential,B3Z 2R6,12278,PEGGYS COVE,RD
Non Residential,B3Z 2M9,12780,PEGGYS COVE,RD
Non Residential,B3M 4G2,255,LACEWOOD,DR
Non Residential,B3Z 3P9,15,RYERS,RD
Non Residential,B3L 4B9,3152,ASHBURN,AVE
Non Residential,B3Z 1C1,3830,ST MARGARETS BAY,RD
Non Residential,B4B 1P3,2069,HAMMONDS PLAINS,RD
Non Residential,B3B 0A3,16,GARLAND,AVE
Non Residential,B3M 0C2,22,CARROLL,LANE
Non Residential,B3B 1L3,100,ILSLEY,AVE
Non Residential,B3M 4N7,7,LANGBRAE,DR
Non Residential,B3L 2A8,6380,BAYERS,RD
Non Residential,B2Y 4K9,40,MOUNT HOPE,AVE
Non Residential,B3Z 1C4,4601,ST MARGARETS BAY,RD
Non Residential,B3A 1J7,460,WINDMILL,RD
Non Residential,B3T 1P3,15,MILLS,DR
Non Residential,B3B 0E7,85,COUNTRYVIEW,DR
Non Residential,B3Z 2X8,11918,PEGGYS COVE,RD
Non Residential,B3B 2E4,140,AKERLEY,BLVD
Non Residential,B3A 1G8,276,WINDMILL,RD
Non Residential,B3J 2C3,1579,GRAFTON,ST
Non Residential,B4E 1V3,927,SACKVILLE,DR
Non Residential,B3L 2C4,7071,BAYERS,RD
Non Residential,B2Y 4J2,300,PRINCE ALBERT,RD
Non Residential,B3J 1H5,5680,SPRING GARDEN,RD
Non Residential,B3A 2A6,88,SLAYTER,ST
Non Residential,B3Z 2M7,12500,PEGGYS COVE,RD
Non Residential,B3L 1A4,6311,QUINPOOL,RD
Non Residential,B3B 0B7,90,GALE,TERR
Non Residential,B2T 1A2,53,KINGS,RD
Non Residential,B3B 0E6,200,HECTOR,GATE
Non Residential,B3J 1Z4,1537,BARRINGTON,ST
Non Residential,B3J 1P2,1990,BARRINGTON,ST
Non Residential,B3L 4P9,2155,MONASTERY,LANE
Non Residential,B3B 0A9,134,EILEEN STUBBS,AVE
Non Residential,B2T 1K3,588,BARNES,DR
Non Residential,B3A 3Y7,107,ALBRO LAKE,RD
Non Residential,B2T 1R8,799,BARNES,DR
Non Residential,B3Z 4R6,14,SONNYS,RD
Non Residential,B4E 3A9,1665,SACKVILLE,DR
Non Residential,B3B 1J7,31,AKERLEY,BLVD
Non Residential,B3J 1W6,1880,HOLLIS,ST
Non Residential,B3N 1A2,24,MOUNTAIN,RD
Non Residential,B3B 1C7,45,BORDEN,AVE
Non Residential,B3V 1L8,292,SAMBRO CREEK,RD
Non Residential,B3J 1G8,5507,SPRING GARDEN,RD
Non Residential,B3G 1J3,21,OCEANVIEW SCHOOL,RD
Non Residential,B2X 2C5,245,WAVERLEY,RD
Non Residential,B0J 3H0,52,WINTERS POINT,RD
Non Residential,B3A 2K9,62,LEAMAN,DR
Non Residential,B3B 0A3,80,GARLAND,AVE
Non Residential,B2Y 2N2,15,ALDERNEY,DR
Non Residential,B3B 1H3,66,WRIGHT,AVE
Non Residential,B4E 3C6,2256,SACKVILLE,DR
Non Residential,B3J 1A6,5668,SOUTH,ST
Non Residential,B0J 1N0,459,BELLEFONTAINE,RD
Non Residential,B3K 1P5,6182,NORTH,ST
Non Residential,B2T 1K3,657,BARNES,DR
Non Residential,B3B 2E2,30,WILLIAMS,AVE
Non Residential,B2Y 4M9,1,RESEARCH,DR
Non Residential,B0J 1B0,37,GILBERT,LANE
Non Residential,B3N 3J9,3400,DUTCH VILLAGE,RD
Non Residential,B2V 1E8,1125,COLE HARBOUR,RD
Non Residential,B3N 2R9,3480,DUTCH VILLAGE,RD
Non Residential,B3A 1L9,99,WYSE,RD
Non Residential,B2T 1E6,1290,FALL RIVER,RD
Non Residential,B2X 1V1,72,LAKECREST,DR
Non Residential,B3N 2C4,19,ALMA,CRES
Non Residential,B2T 0C1,10,SELFRIDGE,WAY
Non Residential,B3B 1C9,15,FIELDING,AVE
Non Residential,B3B 1E3,47,FIELDING,AVE
Non Residential,B3H 1G3,5907,GORSEBROOK,AVE
Non Residential,B2V 1E6,960,COLE HARBOUR,RD
Non Residential,B3L 4G4,2625,JOSEPH HOWE,DR
Non Residential,B3K 5E6,2828,WINDSOR,ST
Non Residential,B3B 1X3,11,WILLIAMS,AVE
Non Residential,B4E 1R3,934,OLD SACKVILLE,RD
Non Residential,B3J 1C2,5596,MORRIS,ST
Non Residential,B4B 0G2,129,APPALOOSA,RUN
Non Residential,B3S 1B4,26,CRANE LAKE,DR
Non Residential,B3P 1K3,48,CIRCLE,DR
Non Residential,B3K 1Y5,5540,KAYE,ST
Non Residential,B3M 2J2,30,BEDFORD,HWY
Non Residential,B3B 1X4,16,FRAZEE,AVE
Non Residential,B3K 3C6,2630,GOTTINGEN,ST
Non Residential,B2R 1S6,2599,ROCKY LAKE,DR
Non Residential,B4A 1C1,1180,BEDFORD,HWY
Non Residential,B3K 4C7,2605,AGRICOLA,ST
Non Residential,B0J 1Y0,16,OWLS HEAD WHARF,LANE
Non Residential,B0J 3A0,66,BOUNDARY,RD
Non Residential,B2Y 1N2,306,PRINCE ALBERT,RD
Non Residential,B3A 1L8,30,ROSEDALE,DR
Non Residential,B3K 3C3,2465,GOTTINGEN,ST
Non Residential,B3B 0E6,190,HECTOR,GATE
Non Residential,B2X 1R4,101,MAIN,ST
Non Residential,B3K 1B1,5467,CORNWALLIS,ST
Non Residential,B3B 1S8,101,ILSLEY,AVE
Non Residential,B4G 1A9,862,BEAVER BANK,RD
Non Residential,B0J 3B0,154,TATTIO,LANE
Non Residential,B3B 1C1,715,WINDMILL,RD
Non Residential,B3J 1J7,5220,BLOWERS,ST
Non Residential,B2Y 0A5,80,MAWIOMI,PL
Non Residential,B2Y 3S5,370,PLEASANT,ST
Non Residential,B2Z 1L4,2910,LAWRENCETOWN,RD
Non Residential,B4B 1G9,150,BLUEWATER,RD
Non Residential,B3J 2H4,1266,QUEEN,ST
Non Residential,B3L 1A7,6403,QUINPOOL,RD
Non Residential,B0J 3A0,21,BUNKER,LANE
Non Residential,B4E 0L8,80,FESCUE,CRT
Non Residential,B3B 1N4,184,JOSEPH ZATZMAN,DR
Non Residential,B4B 1G8,23,BLUEWATER,RD
Non Residential,B3K 4M3,2032,ROBIE,ST
Non Residential,B3K 1W8,5389,RUSSELL,ST
Non Residential,B4B 1J3,414,BLUEWATER,RD
Non Residential,B2X 1R9,132,MAIN,ST
Non Residential,B3H 4A4,1981,OXFORD,ST
Non Residential,B4E 1R7,776,SACKVILLE,DR
Non Residential,B3A 4M6,223,WINDMILL,RD
Non Residential,B2Y 4R3,70,KING,ST
Non Residential,B4E 3A4,720,SACKVILLE,DR
Non Residential,B3K 3H2,3252,VEITH,ST
Non Residential,B2Y 1J1,140,PORTLAND,ST
Non Residential,B2Y 4H5,61,DUNDAS,ST
Non Residential,B2T 1G2,414,WINDSOR JUNCTION,RD
Non Residential,B2X 1S2,160,MAIN,ST
Non Residential,B3S 1B3,127,CHAIN LAKE,DR
Non Residential,B3T 1L7,2,LAKESIDE PARK,DR
Non Residential,B3H 2R9,1078,QUEEN,ST
Non Residential,B3K 3B4,2202,GOTTINGEN,ST
Non Residential,B3J 3K7,1785,BARRINGTON,ST
Non Residential,B3B 1P7,900,WINDMILL,RD
Non Residential,B2Z 1C5,2040,LAWRENCETOWN,RD
Non Residential,B3M 0G1,36,PEAKVIEW,WAY
Non Residential,B3S 1B3,137,CHAIN LAKE,DR
Non Residential,B4A 2W2,158,OAKMOUNT,DR
Non Residential,B4B 1M5,2241,HAMMONDS PLAINS,RD
Non Residential,B4C 2S2,560,SACKVILLE,DR
Non Residential,B2Y 3Y9,214,CONO,DR
Non Residential,B3J 1Y4,1222,BARRINGTON,ST
Non Residential,B3J 3J5,1959,UPPER WATER,ST
Non Residential,B3L 1A4,6297,QUINPOOL,RD
Non Residential,B3H 1X5,5853,COLLEGE,ST
Non Residential,B3J 3Z8,1672,GRANVILLE,ST
Non Residential,B4E 3A9,1702,SACKVILLE,DR
Non Residential,B3M 4T7,96,TRANSOM,DR
Non Residential,B3H 2W3,1030,SOUTH PARK,ST
Non Residential,B3J 1E2,5502,CLYDE,ST
Non Residential,B4G 1E5,2409,BEAVER BANK,RD
Non Residential,B3H 2S5,948,SOUTH BLAND,ST
Non Residential,B3B 1Z6,10,PAYZANT,AVE
Non Residential,B4A 3E3,210,EAGLEWOOD,DR
Non Residential,B4C 1J5,5,FLORENCE,ST
Non Residential,B4A 1B9,1119,BEDFORD,HWY
Non Residential,B2W 2R7,31,WOODLAWN,RD
Non Residential,B2Y 3S5,380,PLEASANT,ST
Non Residential,B2T 1B3,224,OAKFIELD PARK,RD
Non Residential,B4C 3J9,133,FIRST LAKE,DR
Non Residential,B3L 1L6,6511,CHEBUCTO,RD
Non Residential,B4C 2S1,453,SACKVILLE,DR
Non Residential,B4B 1G7,130,BLUEWATER,RD
Non Residential,B3Z 3K7,212,PAULS POINT,RD
Non Residential,B4C 4A1,8,WALKER,AVE
Non Residential,B3V 1L6,1720,KETCH HARBOUR,RD
Non Residential,B2Z 1R5,3391,LAWRENCETOWN,RD
Non Residential,B4C 2R9,405,SACKVILLE,DR
Non Residential,B3B 1R7,75,AKERLEY,BLVD
Non Residential,B2R 1B7,337,ROLLING HILLS,DR
Non Residential,B3P 2A9,25,RANDOLPH,ST
Non Residential,B3B 0B4,161,WILLIAMS,AVE
Non Residential,B3M 4K3,277,LACEWOOD,DR
Non Residential,B3L 0A1,7095,CHEBUCTO,RD
Non Residential,B3E 1H7,122,POST OFFICE,RD
Non Residential,B4B 0P7,72,GARY MARTIN,DR
Non Residential,B4B 1B3,1199,HAMMONDS PLAINS,RD
Non Residential,B3B 1E5,43,MOSHER,DR
Non Residential,B3T 1P3,6,MILLS,DR
Non Residential,B3L 2B1,6438,BAYERS,RD
Non Residential,B3N 2R8,3434,DUTCH VILLAGE,RD
Non Residential,B4A 4E7,171,OAKMOUNT,DR
Non Residential,B0J 1Y0,5281,CLAM HARBOUR,RD
Non Residential,B3J 1Y9,1359,BARRINGTON,ST
Non Residential,B3T 1P2,200,PROSPECT,RD
Non Residential,B3B 2C9,31,JOHN SAVAGE,AVE
Non Residential,B3K 4E3,2777,AGRICOLA,ST
Non Residential,B3J 3X4,5218,PRINCE,ST
Non Residential,B3S 1B3,155,CHAIN LAKE,DR
Non Residential,B4C 2S1,475,SACKVILLE,DR
Non Residential,B3H 4S2,5855,SPRING GARDEN,RD
Non Residential,B3B 1Y6,100,EILEEN STUBBS,AVE
Non Residential,B3K 3B5,2193,GOTTINGEN,ST
Non Residential,B2V 2J5,908,COLE HARBOUR,RD
Non Residential,B3A 1E3,185,WINDMILL,RD
Non Residential,B0J 1T0,40,HARNISH,LANE
Non Residential,B2Y 3S5,400,PLEASANT,ST
Non Residential,B0J 1T0,22,HARNISH,LANE
Non Residential,B3T 1Y5,178,SANDY COVE,RD
Non Residential,B3K 4C1,2459,AGRICOLA,ST
Non Residential,B3G 1L3,76,SEAHAWK,CL
Non Residential,B4A 1A9,961,BEDFORD,HWY
Non Residential,B3J 2L1,1445,SOUTH PARK,ST
Non Residential,B3V 1E9,168,WEST PENNANT,RD
Non Residential,B3B 0C5,15,GALE,TERR
Non Residential,B3K 3B6,2326,GOTTINGEN,ST
Non Residential,B4E 1G3,4,BEAVER BANK,RD
Non Residential,B2Y 4P4,31,ATLANTIC,ST
Non Residential,B3V 1A1,501,OLD SAMBRO,RD
Non Residential,B3K 2A3,6061,YOUNG,ST
Non Residential,B3J 1S2,1549,LOWER WATER,ST
Non Residential,B2T 1J1,148,LOCKVIEW,RD
Non Residential,B3M 3P7,243,KEARNEY LAKE,RD
Non Residential,B3Z 2J2,13578,PEGGYS COVE,RD
Non Residential,B2W 4L9,561,PLEASANT,ST
Non Residential,B3T 1S1,2141,PROSPECT,RD
Non Residential,B3K 4C2,2456,AGRICOLA,ST
Non Residential,B2Y 1H2,56,PORTLAND,ST
Non Residential,B3B 0C7,37,LOGIEALMOND,CL
Non Residential,B3K 3B2,2053,GOTTINGEN,ST
Non Residential,B3K 4S7,3559,ROBIE,ST
Non Residential,B2W 3Y6,71,TACOMA,DR
Non Residential,B2W 6J8,1412,COLE HARBOUR,RD
Non Residential,B3L 2B1,6420,BAYERS,RD
Non Residential,B4A 1G2,1800,BEDFORD,HWY
Non Residential,B3S 1B3,123,CHAIN LAKE,DR
Non Residential,B3B 1R1,70,AKERLEY,BLVD
Non Residential,B4A 1C6,1232,BEDFORD,HWY
Non Residential,B3B 0B1,42,DOREY,AVE
Non Residential,B3S 1P9,480,PARKLAND,DR
Non Residential,B2Y 4K9,24,MOUNT HOPE,AVE
Non Residential,B4C 2S1,445,SACKVILLE,DR
Non Residential,B3T 1C3,2020,ST MARGARETS BAY,RD
Non Residential,B2Y 2S9,37,WENTWORTH,ST
Non Residential,B2V 1E6,950,COLE HARBOUR,RD
Non Residential,B3B 0G1,170,CROMARTY,DR
Non Residential,B3B 2B9,80,GLORIA MCCLUSKEY,AVE
Non Residential,B3J 2B9,1549,GRAFTON,ST
Non Residential,B3M 2L8,560,BEDFORD,HWY
Non Residential,B3J 1W5,1871,HOLLIS,ST
Non Residential,B3J 3J9,1690,HOLLIS,ST
Non Residential,B3L 2W5,3040,OXFORD,ST
Non Residential,B2Z 1P8,4348,LAWRENCETOWN,RD
Non Residential,B4C 2R6,300,SACKVILLE,DR
Non Residential,B4E 1R7,846,SACKVILLE,DR
Non Residential,B3L 1L7,6518,CHEBUCTO,RD
Non Residential,B3K 2E6,6065,STAIRS,ST
Non Residential,B3V 1A4,26,Non Residential,DR
Non Residential,B3S 1C4,43,MCQUADE LAKE,CRES
Non Residential,B3G 1A2,71,COW BAY,RD
Non Residential,B0J 1B0,8475,ST MARGARETS BAY,RD
Non Residential,B2S 2E3,36,LOGAN,RD
Non Residential,B3J 3L9,1864,ALBEMARLE,ST
Non Residential,B3B 2E7,17,THORNE,AVE
Non Residential,B3P 1L3,217,HERRING COVE,RD
Non Residential,B3B 1R9,41,THORNHILL,DR
Non Residential,B3B 1C2,710,WINDMILL,RD
Non Residential,B4A 1E2,1360,BEDFORD,HWY
Non Residential,B3A 2L8,44,OAKDALE,CRES
Non Residential,B4A 1G1,1687,BEDFORD,HWY
Non Residential,B3M 1X8,31,TREMONT,DR
Non Residential,B3B 0J5,399,CUTLER,AVE
Non Residential,B3J 1W5,1877,HOLLIS,ST
Non Residential,B4E 3C6,2476,SACKVILLE,DR
Non Residential,B3Z 1E4,15,FRENCH VILLAGE STATION,RD
Non Residential,B3B 1K1,19,PETTIPAS,DR
Non Residential,B3K 4V4,2675,CLIFTON,ST
Non Residential,B4A 1G2,1748,BEDFORD,HWY
Non Residential,B0J 3H0,77,LONG,RD
Non Residential,B3J 1Z1,1360,BARRINGTON,ST
Non Residential,B3A 1J6,379,WINDMILL,RD
Non Residential,B3Z 1L4,4281,PROSPECT,RD
Non Residential,B3K 0H1,6575,BAYNE,ST
Non Residential,B3K 2R9,6151,LADY HAMMOND,RD
Non Residential,B3R 1V4,322,HERRING COVE,RD
Non Residential,B3K 4E4,5805,ALMON,ST
Non Residential,B3Z 1E2,5110,ST MARGARETS BAY,RD
Non Residential,B2R 1S1,1233,ROCKY LAKE,DR
Non Residential,B3P 1B2,260,DINGLE,RD
Non Residential,B3R 1V9,357,HERRING COVE,RD
Non Residential,B4A 2C7,381,SHORE,DR
Non Residential,B2Y 2T1,47,WENTWORTH,ST
Non Residential,B2X 1L5,185,CALEDONIA,RD
Non Residential,B3B 2Z3,65,GLORIA MCCLUSKEY,AVE
Non Residential,B2Y 1J1,162,PORTLAND,ST
Non Residential,B3H 2Y5,1084,TOWER,RD
Non Residential,B3B 3Z6,175,AKERLEY,BLVD
Non Residential,B3S 1A2,148,CHAIN LAKE,DR
Non Residential,B0N 1Y0,307,NELSON HILL,RD
Non Residential,B4A 3X7,21,DARTMOUTH,RD
Non Residential,B2V 1Y5,595,COLBY,DR
Non Residential,B4C 0A7,76,TEMPLE,TERR
Non Residential,B3T 1P9,1800,PROSPECT,RD
Non Residential,B2V 2T6,3,CUMBERLAND,DR
Non Residential,B3J 1B4,5220,MORRIS,ST
Non Residential,B3Z 3R4,3,MIDDLE POINT,RD
Non Residential,B3J 2H8,1526,QUEEN,ST
Non Residential,B3A 1M9,210,WYSE,RD
Non Residential,B2W 2N3,850,PORTLAND,ST
Non Residential,B3T 1V8,2905,PROSPECT,RD
Non Residential,B2T 1A2,201,CHURCH,ST
Non Residential,B3K 2Z8,2085,MAITLAND,ST
Non Residential,B3K 2A5,6141,YOUNG,ST
Non Residential,B4A 2T6,670,ROCKY LAKE,DR
Non Residential,B3B 0B8,85,HECTOR,GATE
Non Residential,B3L 1A4,6249,QUINPOOL,RD
Non Residential,B3H 1Y4,5945,SPRING GARDEN,RD
Non Residential,B4B 1G8,61,BLUEWATER,RD
Non Residential,B2X 1S1,175,MAIN,ST
Non Residential,B3J 2B9,1545,GRAFTON,ST
Non Residential,B3Z 1J5,21,DEEPWOOD,DR
Non Residential,B3H 1J6,5465,INGLIS,ST
Non Residential,B4B 1J7,387,BLUEWATER,RD
Non Residential,B3K 4X7,3492,INTERCOLONIAL,ST
Non Residential,B3H 1B5,5718,POINT PLEASANT,DR
Non Residential,B4B 1P3,2120,HAMMONDS PLAINS,RD
Non Residential,B3K 3T8,2309,MAYNARD,ST
Non Residential,B0J 2L0,45,ROWLINGS,AVE
Non Residential,B3K 1Z7,5527,YOUNG,ST
Non Residential,B3Z 3B1,11284,PEGGYS COVE,RD
Non Residential,B3G 1K1,9,SPRUCE,DR
Non Residential,B3K 1T7,5825,ALMON,ST
Non Residential,B3B 1P9,6,VIDITO,DR
Non Residential,B3A 4M7,1000,MICMAC,BLVD
Non Residential,B3J 1T6,1266,HOLLIS,ST
Non Residential,B3K 2S3,6430,LADY HAMMOND,RD
Non Residential,B3J 2B9,1531,GRAFTON,ST
Non Residential,B3H 4P7,961,MARGINAL,RD
Non Residential,B3M 2J9,227,BEDFORD,HWY
Non Residential,B0J 2L0,82,COBBLESTONE,LANE
Non Residential,B3B 1E5,55,MOSHER,DR
Non Residential,B3J 1X2,1675,GRANVILLE,ST
Non Residential,B4A 1B7,1105,BEDFORD,HWY
Non Residential,B3L 2B5,6670,BAYERS,RD
Non Residential,B3T 1S9,2290,PROSPECT,RD
Non Residential,B3H 0A1,844,MARGINAL,RD
Non Residential,B3B 0C8,26,LOGIEALMOND,CL
Non Residential,B3B 0A4,103,THORNE,AVE
Non Residential,B3S 1L5,206,LANGBRAE,DR
Non Residential,B4E 3A8,1624,SACKVILLE,DR
Non Residential,B3K 4X6,3575,KEMPT,RD
Non Residential,B3B 1B5,598,WINDMILL,RD
Non Residential,B3M 0A6,998,PARKLAND,DR
Non Residential,B4C 2S1,517,SACKVILLE,DR
Non Residential,B3R 1V8,368,HERRING COVE,RD
Non Residential,B3A 1H3,301,WINDMILL,RD
Non Residential,B2W 0J1,31,EISENER,BLVD
Non Residential,B3A 1N1,223,WYSE,RD
Non Residential,B3T 1R8,2239,PROSPECT,RD
